Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50JGGF;;DAVID KADOUCH (PIANO AUX JACOBINS);41ème édition du Festival Piano aux Jacobins.;"La forme brève fut l’un des genres favoris du siècle romantique. David Kadouch en explore des aspects fameux ou méconnus au fil d’un programme charmeur et contrasté.

CHOPIN 
3 Nocturnes op. 9 
Valse op. 64 n° 2 

FARRENC 
Valse Brillante 
Etude op. 26 n° 17 

CLARA SCHUMANN 
Soirées musicales 

CHABRIER 
Scherzo-Valse 

SAINT-SAËNS 
Valse Nonchalante";2020-09-23;2020-09-23;De 20h à 22h.;Le 23/09/2020 - De 20h à 22h.;;COUVENT DES JACOBINS;Cloître des Jacobins;Rue Lakanal;;31000;TOULOUSE;Musique;Concert, Festival;Musique classique;Métro ligne A Capitole;43.6037086;1.4398824;;;pianojacobins.festik.net;;De 7,00 € à 40,00 €;;;43.6037086,1.4398824
FMAMID031V50JA9K;;DE TOULOUSE A ARCACHON;"Notre train historique va vous amener à bon port !
En effet, c’est après avoir longé la plaine de la Garonne jusqu’aux abords de Bordeaux que nous bifurquerons vers la côte océane pour rejoindre, comme autrefois, la gare d’Arcachon.";"Cité balnéaire de la côte d’Argent au bord d’un littoral protégé où des lumières prennent des nuances d’une extrême délicatesse Arcachon décline, en couleurs, villas de rêve, hôtels les pieds dans l’eau et plages de sable fin.

Vous découvrirez, dans toute sa splendeur le Bassin d’Arcachon, mer intérieure peuplée de criques et de plages tranquilles. Il possède toujours la fibre marine. Ses nombreux ports et mouillages offrent près de 10 000 places aux pêcheurs et plaisanciers, ses eaux sont le territoire de nombreuses courses et régates.

Avec ses allures de gondole, sa cabine de bois parfois surmontée d’une voile, la pinasse est l’embarcation reine du Bassin. Domaine privilégié de l’huître et du rarissime hippocampe, ses eaux pures et claires sont reconnues de qualité exceptionnelle.

Vous pourrez à votre guise déambuler sur le bord de mer et dans les rues intérieures de cette merveilleuse ville aux quatre saisons.

Des bateaux-promenades effectuent des balades sur le bassin et facilitent la découverte de l’île aux oiseaux, des Cabanes Tchanquées, des parcs à huîtres (à marée basse), de la presqu’île du Cap Ferret et de ses villages, du front de mer arcachonnais.

Si vous souhaitez aller visiter la Dune du Pilat il vous suffira d’emprunter le bus urbain « Baia » ligne n° 1 au départ de la gare d’Arcachon. Temps de trajet 30 minutes. Un départ toutes les heures (tarif 2 € aller et retour) ; d’autres précisions vous seront communiquées dans le train.
La dune du Pilat est la plus haute d’Europe (105 m de haut). De son sommet que l’on aura atteint, chacun à son rythme, après avoir gravi près de 190 marches, un panorama exceptionnel sur le Banc d’Arguin, l’entrée du Bassin, le Cap Ferret et la forêt landaise s’offrira à vos yeux. Sensible aux caprices du vent, elle est en perpétuel mouvement. Chaque année, elle recule de quelques mètres sur la forêt attenante, et, suivant les vents et les saisons, son altitude varie de 2 à 3 mètres.";2020-09-19;2020-09-19;;Le 19/09/2020;;GARE TOULOUSE-MATABIAU;;64 Boulevard Pierre Semard;;31500;TOULOUSE;Insolite, Nature et détente, Sports et loisirs;Balade;;;43.6113024;1.4537581;05 61 09 42 61;contact@trainhistorique-toulouse.com;;;De 49,00 € à 50,00 €;De 24,00 € à 32,00 €;;43.6113024,1.4537581
FMAMID031V50JIG3;;DEHORS DANS LES NUAGES (TOULOUSE LES ORGUES);"Emler & Dehors : duo au sommet
Orgue et anche libre";"La rencontre amicale d’Andy Emler et Laurent Dehors donne une musique voyageant entre écriture et improvisation au plus haut niveau.
De la musique répétitive au jazz moderne, de l’énergie du rock aux musiques contemporaines, les influences sont multiples et le résultat plein de surprises ou ballades et grooves s’entrecroisent, enrichies par les multiples sonorités de l’orgue ainsi que clarinettes, saxophones et autre cornemuse de Laurent Dehors.

Concert présenté dans le cadre du Festival Jazz sur son 31 en partenariat avec le Conseil départemental de la Haute-Garonne

AU PROGRAMME
Compositions d’Andy Emler et improvisations

INTERPRETES
Andy EMLER, orgue
Laurent DEHORS, clarinette Saxophone

Ouverture de la billetterie : Lundi 21 septembre 2020
Réservation fortement conseillée en raison du contexte sanitaire

Retransmis sur grand écran";2020-10-14;2020-10-14;A 20h30;Le 14/10/2020 - A 20h30;;CATHÉDRALE SAINT-ÉTIENNE;;Place Saint Etienne;;31000;TOULOUSE;Culturelle, Musique;Concert, Festival;Musical;Métro ligne A Esquirol ou Métro ligne B François-Verdier;43.59965;1.449474;05 61 33 76 87;;billetterie.toulouse-les-orgues.org;;De 5,00 € à 12,00 €;;;43.59965,1.449474
FMAMID031V50FQZT;;EAU TOULOUSE !;"Qui n'a jamais fredonné l'air ""à la claire fontaine m'en allant promener"" ?";"Visite proposée par l'agence Paysdoc.com. 

C'est justement une promenade autour de ces jeux d'eau que Christelle notre guide vous propose ! Par une belle soirée, découvrez les secrets de ces joyaux qui décorent la ville de Toulouse, parfois depuis des siècles et des siècles. Les fontaines font, que l'on y croit ou pas, parties de notre Patrimoine. Elles sont visibles à chaque place ou coin de rue, et recèlent de secrets que vous pourrez découvrir.
N'attendez pas que l'eau coule sous les ponts pour venir tester cette toute nouvelle visite à la thématique insolite et rafraichissante ! 

Réservation en ligne obligatoire, les paiements sur place ne sont pas autorisés.
Le point de rendez-vous sera communiqué par mail 24h à l'avance uniquement aux personnes ayant réservé

Visite animée par un guide-conférencier diplômé et carté exerçant légalement la profession.";2020-09-19;2020-09-19;A 21h.;Le 19/09/2020 - A 21h.;;EAU TOULOUSE !;;;;31000;TOULOUSE;Culturelle, Insolite;Visites guidées;;Capitole;43.6045238;1.4436719;05 61 73 17 96;;boutique.paysdoc.com/visites/view/1132;;12,00 €;5,00 €;;43.6045238,1.4436719
FMAMID031V50JTBL;;ELECTRO DELUXE (COMPLET);"""Electro de Luxe n’est plus à présenter, tant il a dépassé les frontières grâce à sa musique et sa diversité qui a touché le cœur et les oreilles de beaucoup."" Midi Libre";"Depuis quinze ans, Electro Deluxe revisite et bouleverse l’héritage jazz, soul, funk sur toutes les scènes mondiales.
Ces passionnés nous offrent un son explosif, chaleureux, spontané, qui embarque un public de plus en plus nombreux au fil des années et des concerts. Le groupe séduit par sa générosité sur scène et la qualité de sa musique originale à la fois vintage et moderne. Menés, par le chanteur James Copley, Electro Deluxe a été récompensé par le prix du groupe de l’année aux Victoires du Jazz 2017. Enchaînant les tournées, le groupe s’est forgé une identité éclectique et libre, dans lequel résonne, plus que jamais, l’appel du live…

James COPLEY : chant
Jérémie COKE : Basse
Arnaud RENAVILLE : Batterie
Gaël CADOUX : Claviers
Thomas FAURE : Saxophone
Vincent PAYEN : Trompette
Bertrand LUZIGNANT : Trombone

(COMPLET)";2020-10-08;2020-10-08;A 21h;Le 08/10/2020 - A 21h;;SALLE NOUGARO;;20 Chemin de Garric;;31200;TOULOUSE;Musique;Concert;Jazz et blues;;43.621219;1.408246;;nougaro.billetterie@airbus.com;www.sallenougaro.com;;De 14,00 € à 21,00 €;;;43.621219,1.408246
FMAMID031V50JLD4;;ENGLISH BAROQUE SOLOISTS (LES GRANDS INTERPRETES);"English Baroque Soloists
Sir John Eliot Gardiner direction
Lucy Crowe soprano";"Au chevet de John Eliot Gardiner, Bach, Haendel, Rameau. Le Britannique a tiré de l’oubli de magistrales Boréades du compositeur français, tandis qu’il offre au Cantor de Leipzig, outre une intégrale de ses cantates, un livre, intitulé Musique au château du ciel. De Haendel, il ne peut être que le messie.

PROGRAMME
HAENDEL : Concerto a due cori en fa majeur HWV 334
HAENDEL : Silete Venti HWV 242 – Lucy Crowe
RAMEAU : Suite de Zoroastre
Ouverture – Loure – Air tendre en Rondeau – Contredanse
HAENDEL : Concerto a due cori en fa majeur HWV 333
BACH : Concerto pour violon en ré majeur BWV 1053 (arr K. Debretzeni)
RAMEAU : Suites";2020-11-05;2020-11-05;A 20h.;Le 05/11/2020 - A 20h.;;HALLE AUX GRAINS;;Place  Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;Métro ligne B François-Verdier;43.6000667;1.45438342;05 61 21 09 00;;www.grandsinterpretes.com;;De 20,00 € à 96,00 €;;;43.6000667,1.45438342
FMAMID031V50IOUN;;EXPOSITION : TAKESADA MATSUTANI : ESTAMPES, 1967-1977;Collections de l'Institut national d'histoire de l'art.;"Suite à la donation exceptionnelle de l'artiste à l'Institut national d'histoire de l'art faite cette année, les Abattoirs, Musée - Frac Occitanie Toulouse et l'INHA Paris présentent, pour la première fois au public, une sélection des estampes de Takesada Matsutani réalisées entre 1967 et 1977, ses premières années parisiennes.

Après l'exposition Sismographie des luttes. Les revues non européennes du XVIIIe au XXe siècle, vers une histoire globale (du 24.01. au 24.02.2019), les Abattoirs poursuivent leur collaboration avec l'INHA pour présenter quatre ensembles témoignant de la richesse et de la diversité des directions explorées par l’artiste Gutai entre 1967 et 1977 : les premiers travaux au sein de l’Atelier 17 (1967), la réflexion autour de la représentation de l’espace dans les deux dimensions de l’estampe (1968-1969), l’exploration de la sérigraphie et des aplats de couleurs comparables au Hard Edge (1969-1971), enfin la réinterprétation par la photosérigraphie d’œuvres antérieures en trois dimensions réalisées à la colle vinylique (1973-1977). Les estampes sont accompagnées de pièces prêtées par l’artiste : deux plaques gravées correspondant à deux des estampes exposées, des outils de graveur, des photographies de l’artiste au travail, les catalogues des expositions internationales et biennales dans lesquelles ses œuvres ont été exposées et primées.

Né en 1937 à Osaka, Takesada Matsutani vit et travaille à Paris depuis 1966, après avoir remporté le prix de l’Institut franco-japonais de Tokyo - une bourse d’études de six mois en France, allouée par le gouvernement français. Auparavant, en 1959, à l’atelier de dessin de l’École d’art des Citoyens de Nishinomiya, il avait rencontré Sadamasa Motonaga, l’un des membres du Groupe Gutai, fondé par Jiro Yoshihara en 1954. Il expose avec ce groupe à partir de 1963 jusqu’à sa dissolution en 1972. Dès 1967, il intègre, à Paris, l’Atelier 17, atelier de gravure dirigé par Stanley William Hayter, dont il devient l’assistant. Il y apprend les techniques du burin, de l’eau-forte et de l’aquatinte. Il rejoint ensuite l’atelier de sérigraphie créé par Kate Van Houten, son épouse, et Lorna Taylor.

Takesada Matsutani vient donc enrichir les collections de la bibliothèque de l’Institut national d’histoire de l’art. La donation exceptionnelle de 88 estampes, un portfolio et 3 livres d’artistes couvre une grande partie de l’œuvre gravé, depuis les premières estampes réalisées en 1967 jusqu’aux eaux-fortes créées en 2016. Elle rejoint une collection commencée au début du XXe siècle par le grand couturier et mécène Jacques Doucet, qui a cherché à rassembler les estampes des artistes les plus importants des années 1780 aux années 1910.

La collection des Abattoirs conserve l'un des plus importants fonds Gutai en France, dont 4 œuvres de Takesada Matsutani.

Cette exposition permet de faire redécouvrir en France toute une part de l’œuvre de Takesada Matsutani et de rendre sensible le rapport privilégié que l’artiste a entretenu pendant une décennie avec les différents modes d’expression permis par la variété des techniques de l’estampe. Ils donnent aussi à voir plus largement la part de l’estampe dans la création artistique internationale des années 1960-1970.

En partenariat avec l'Institut National d'Histoire de l'Art (INHA)";2020-06-03;2020-09-20;Du mercredi au dimanche de 12h à 18h.;Du 03/06/2020 au 20/09/2020 - Du mercredi au dimanche de 12h à 18h.;;LES ABATTOIRS, MUSEE D'ART MODERNE ET CONTEMPORAIN;;76 Allée Charles de Fitte;;31300;TOULOUSE;Culturelle;Exposition;Art contemporain;Saint Cyprien - République;43.6003101;1.4297862;05 34 51 10 60;;www.lesabattoirs.org;;De 6,00 € à 8,00 €;De 5,00 € à 5,00 €;;43.6003101,1.4297862
FMAMID031V50JW7U;;EXPOSITION ÇA CHAUFFE POUR LA PLANÈTE  !;EDF Hydro Sud-Ouest et Cartooning for Peace ont le plaisir de présenter l’exposition de dessins de presse « Ça chauffe pour la planète ! » à l’espace EDF Bazacle à Toulouse du 19 septembre 2020 au 29 août 2021;A travers 30 dessins de presse du monde entier qui tirent la sonnette d’alarme sur l’état de notre planète, l’exposition nous fait découvrir les risques liés à la pollution, l’intérêt des énergies renouvelables ou les conséquences du changement climatique. L’exposition a été conçue avec le soutien de l’Ambassade de France en Andorre où elle avait été présentée en 2019 au musée de l’électricité FEDA d’Andorre-la-Vieille.;2020-09-19;2021-08-29;Du mardi au dimanche de 10h à 18h;Du 19/09/2020 au 29/08/2021 - Du mardi au dimanche de 10h à 18h;;ESPACE EDF BAZACLE;;11 Quai Saint Pierre;;31000;TOULOUSE;Culturelle;Exposition;;Métro ligne A Capitole;43.604552;1.432481;;;;Oui;;;;43.604552,1.432481
FMAMID031V50A5PH;;EXPOSITION INTERNATIONALE D'ORCHIDEES;Le Groupement Midi Pyrénées des Amateurs d’Orchidées (GMPAO) organise sa 9ème exposition-vente internationale d’orchidées.;"Cette manifestation regroupe :
- 8 exposants producteurs d’orchidées et de renommée mondiale venant de France, d’Italie, d’Allemagne et du Danemark
- Les bijoux « Tendance Orchidées »
- Liloo Tillandsias
- Cédric Carnivores
- Prestige Amaryllis.

Les visiteurs pourront admirer le stand d’exposition des plus belles orchidées des adhérents de l’association mais aussi des photos des orchidées indigènes présentes autour de Toulouse et réalisées par des membres du GMPAO.

Un stand de démonstration de rempotage sera animé par les adhérents qui seront à la disposition des visiteurs pour donner des conseils de culture et répondre à leurs problèmes.
Un rempotage de vos plantes, 2 au maximum, vous sera proposé moyennant participation aux frais (compost et contenant).

Des conférences grand public sont prévues le samedi et le dimanche après-midi.";2020-10-23;2020-10-25;;Du 23/10/2020 au 25/10/2020;;GRANDE HALLE DE L'UNION;;Rue de somport;;31240;L'UNION;Manifestation commerciale, Nature et détente;Animations, Exposition;Fleurs Plantes, Plantes;;43.6558625;1.4810236;05 61 80 58 65;;www.gmpao.org;;3,00 €;;;43.6558625,1.4810236
FMAMID031V50GH86;;FESTIVAL DE DANSE ICI & LA;Une quinzaine de jours pour s'immerger dans les danses d'aujourd'hui;"Une programmation-panorama où artistes reconnu.e.s et émergent.e.s se côtoient, où les styles s'entrelacent et où il est question de nos corps et du monde qui nous entoure, de son infinie douceur comme de sa violence implacable. Un monde à éprouver ensemble. 

ICI, le temps d'un hiver. LÀ, le temps d'un festival.";2021-01-21;2021-02-06;;Du 21/01/2021 au 06/02/2021;;DIVERS LIEUX;;;;31000;TOULOUSE;Danse;Festival;Danse;;;;;;laplacedeladanse.com/agenda/festival-icietla-2021;;De 5,00 € à 24,00 €;;;
FMAMID031V50IWYP;;FLON-FLON (GUINGUETTE);Aujourd’hui j’ai envie de bruncher au jardin de chanter jusqu’au bout de la nuit de rire comme jamais d’espace et de liberté, de vivre, profiter et partager !;"CHEZ FLON-FLON, RETOUR À L’ESSENTIEL ET AUX SENSATIONS 

Vivez une parenthèse enchantée dans un cadre cosy, décontracté et convivial au cœur du parc du Château de Thégra à Balma ! 
Découvrez notre carte estivale à partager, écoutez un concert live tous les dimanches soirs et brunchez en famille et entre amis le samedi et le dimanche ! Promesse d’un lieu unique, loin des tumultes du centre ville de Toulouse où le coucher de soleil est à couper le souffle !
Rendez-vous du mardi au dimanche de 19h30 à 1h, Brunch le samedi et le dimanche de 11h à 15h.";;;Du mardi au dimanche de 19h30 à 1h. Brunch le samedi et dimanche de 11h à 15h.;Du 11/06/2020 au 31/08/2020 - Du mardi au dimanche de 19h30 à 1h. Du 11/06/2020 au 31/08/2020 - Brunch le samedi et dimanche de 11h à 15h.;;CHÂTEAU DE THÉGRA;;62 route de Gauré;;31130;BALMA;;;Gastronomie;;43.6319363;1.5005565;;reservation@restaurantflonflon.com;;;;;;43.6319363,1.5005565
FMAMID031V50ISHF;;GAD ELMALEH;5 ans après «Sans tambour» et une tournée internationale avec un spectacle en anglais dans plus de 15 pays, Gad Elmaleh est de retour avec un one-man show inédit : «D'Ailleurs».;Dès le 28 avril 2020, Gad Elmaleh sillonnera la France durant près de deux ans avec un 6e spectacle mêlant stand-up et personnages.;2020-12-02;2020-12-02;A 20h.;Le 02/12/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;;Spectacle;Comique;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/gad-elmaleh-2227.html;;;;;43.598264,1.4092542
FMAMID031V50IUNM;;GUINGUETTE LES TERRASSES DE L'ATELIER;Situées dans un cadre bucolique, aux pieds des coteaux de Pech-David,  » Les Terrasses de l’Atelier » sont de retour pour une nouvelle saison à Toulouse.;"Un lieu très « nature », dont la force repose sur ses terrasses qui s’étalent sur plus de 1000 m², sur plusieurs niveaux, avec différentes ambiances. Une des nouveautés cette année : « La création d’une nouvelle terrasse de 350 m². Un espace dédié à la fête avec un dancefloor. 

Espace barbecue et grillades, poke bowl, huîtres, stand de glaces et différents food truck (Tommy’s Burger, El Gaucho Empanadas, So Piadin, Epicurieux…) sont à leur disposition. Un espace marché a également été créé cette année. Et le midi, les Terrasses proposent également des plats frais autour d’une carte bistrot.

Cette guinguette éphémère, ouverte jusqu’à la mi-octobre, propose également un espace de jeux bien fourni avec pétanque, molky, fléchette, beer-pong ou encore baby-foot…Et pour les plus petits, un espace enfants a également été mis en place. 

Pour s’y rendre, il est possible de venir en voiture, en vélo… ou même en navette, depuis le métro Carmes, au centre-ville de Toulouse. 

MESURES SANITAIRES: 
-capacité réduite de 1000 personnes à 700.";2020-06-02;2020-10-15;Du lundi au vendredi de 12h à 2h du matin, , jusqu’à 3 heures du matin le samedi et de 14 h à 22 h le dimanche;Du 02/06/2020 au 15/10/2020 - Du lundi au vendredi de 12h à 2h du matin, , jusqu’à 3 heures du matin le samedi et de 14 h à 22 h le dimanche;;LES TERRASSES DE L'ATELIER;;1 chemin des Etroits;;31000;TOULOUSE;Insolite;Animations;Gastronomie;EMPALOT;43.5733655;1.4400515;;;;;;;;43.5733655,1.4400515
FMAMID031V50JIIJ;;HYMNE À LA NUIT (TOULOUSE LES ORGUES);"Chant du soir pour violon, voix et orgue
Romantisme allemand";"Cette rencontre musicale avec soprano, violon et orgue est organisée autour de la figure de Max Reger. Les musiciens interprètent des contemporains du géant allemand, comme Sigfrid Karg-Elert ou Joseph-Gabriel Rheinberger, dont l’Abendlied donne le ton du concert.
Ce concert a fait l’objet d’un disque, enregistré sur l’orgue de Mirepoix, qui a reçu l’éloge du magazine Choir and Organ.

AU PROGRAMME
Oeuvres de L. Vierne, J. Brahms, S. Karg-Elert, M. Reger

INTERPRETES
Stéphane BOIS, orgue
Camille SCAVELLI, Soprano
Marie NONON, Violon

Ouverture de la billetterie : Lundi 21 septembre 2020
Réservation fortement conseillée en raison du contexte sanitaire";2020-10-16;2020-10-16;A 20h30.;Le 16/10/2020 - A 20h30.;;TEMPLE DU SALIN;4 impasse de la Trésorerie;4 Impasse de la Trésorerie;;31000;TOULOUSE;Culturelle, Musique;Concert, Festival;Musical;Métro ligne B Carmes ou Palais de Justice;43.595327;1.444407;05 61 33 76 87;;billetterie.toulouse-les-orgues.org;;De 8,00 € à 18,00 €;;;43.595327,1.444407
FMAMID031V50JTIX;;IÉTO;"POUR HÊTRE
3 êtres dont un avec un H
A partir de 6 ans
Durée: 1h";"Pour cette nouvelle aventure en duo, les Iéto ont décidé d’appréhender la matière bois, pour la troisième fois.

Quoi de mieux qu’un arbre pour amener une forêt et sa symbolique sur scène ? À chaque instant, l’arbre pousse vers le haut et le bas, vers l’intérieur et l’extérieur. Lui qui paraît si statique est en fait en perpétuel mouvement. Comme nous, il se forme, se déforme, se tord et se balance. Parler de l’humain à travers le temps. Parler du temps à travers l’arbre…

Les branches vivent au présent, fragiles, souples et toujours mobiles. L’acrobatie dans ce spectacle oscille de même, entre statique et dynamique. Parfois ample et aérienne, parfois intime et minuscule.

Ce spectacle réunit Fnico Feldmann, fondateur de la compagnie et Itamar Glucksmann, que les spectateurs de la Grainerie ont déjà rencontré dans la compagnie Lazuz.";2020-10-17;2020-10-17;A 20h30;Le 17/10/2020 - A 20h30;;L'ESCALE TOUNEFEUILLE;;Place de la Mairie;;31170;TOURNEFEUILLE;Culturelle;Animations, Spectacle;Cirque;;43.5829794;1.34507725;05 62 13 60 30;;;;De 10,00 € à 15,00 €;;4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.5829794,1.34507725
FMAMID031V50JGF8;;JEREMIE MOREAU (PIANO AUX JACOBINS);41ème édition du Festival Piano aux Jacobins.;"À peine plus de 20 ans?: Jérémie Moreau s’impose parmi les plus sûrs espoirs 
du piano français. Trois œuvres majeures du répertoire germanique promettent 
de souligner sa surprenante maturité.

MOZART 
Sonate en si bémol majeur, K. 333 

SCHUBERT 
Trois Klavierstücke D 946 

BRAHMS 
Sonate n° 3 en fa mineur, op. 5";2020-09-15;2020-09-15;De 20h à 22h.;Le 15/09/2020 - De 20h à 22h.;;COUVENT DES JACOBINS;Cloître des Jacobins;Rue Lakanal;;31000;TOULOUSE;Musique;Concert, Festival;Musique classique;Métro ligne A Capitole;43.6037086;1.4398824;;;pianojacobins.festik.net;;De 7,00 € à 40,00 €;;;43.6037086,1.4398824
FMAMID031V50JT6I;;JOACHIM HORSLEY;France Inter (André Manoukian, 2018) : « Spectaculaire et jubilatoire (…) Joachim Horsley a les oreilles grandes ouvertes »;"Organiser la rencontre entre la musique classique et la musique latine est un projet particulièrement ambitieux tant ces deux univers artistiques semblent s’opposer. C’est pourtant le pari fou qu’a relevé Joachim Horsley, pianiste américain virtuose et compositeur de musique de film. Via Havana, son premier album, est le résultat d’un travail colossal qui aura duré deux ans. Imaginez donc : apprendre et maîtriser les oeuvres les plus complexes et techniques du répertoire classique européen, puis les arranger suivant les codes esthétiques des musique latines sans dénaturer les oeuvres originales, ni tomber dans l’appropriation culturelle des musiques du monde. Une vraie gageure !

Joachim Horsley : piano
Damien Nueva Cortes : basse/contrebasse
Natascha Roger : percussions
Thomas Bellon : batterie/timbales";2021-03-12;2021-03-12;A 20h30.;Le 12/03/2021 - A 20h30.;;SALLE NOUGARO;;20 Chemin de Garric;;31200;TOULOUSE;Musique;Concert;Musique classique, Musique du monde;;43.621219;1.408246;;;www.sallenougaro.com;;De 13,00 € à 19,00 €;;;43.621219,1.408246
FMAMID031V505M3M;;JOURNÉES DU PATRIMOINE A L'AMPHITHEATRE ROMAIN DE PURPAN;"Le quartier Purpan-Ancely conserve des importants vestiges de l'époque romaine. 
Venez les découvrir à l’occasion de cette visite guidée.";"Le site sera ouvert uniquement le dimanche 20 septembre, 10:00 à 19:00. Des visites commentées gratuites de deux heures seront proposées à 10:30, 14:00 et 16:00. Elles vous permettront d'accéder à la piscine des thermes d'Ancely. 

Sans réservation, dans la limite des places disponibles.";2020-09-20;2020-09-20;De 10h à 19h.;Le 20/09/2020 - De 10h à 19h.;;AMPHITHEATRE ROMAIN DE PURPAN ANCELY;;Avenue des Arènes Romaines;;31300;TOULOUSE;Culturelle;Animations, Portes ouvertes;;Tramway T1 ou T2 Arènes romaines;43.617945;1.396788;;;;Oui;;;;43.617945,1.396788
FMAMID031V50IEII;;KALLY'S MASHUP;"Report du concert prévu le 14 avril. 

Pour la première fois, les stars de Kally’s Mashup viennent en concert en France. Un spectacle irrésistible, chanté et dansé par les stars internationales de la série à succès diffusée sur Gulli.";"Pour la première fois, les chansons et la chorégraphie de Kally’s Mashup en live : musique, danse, vidéos et mille couleurs vont embraser le public dans un super concert interactif.

Le concert initialement prévu le mardi 14 avril 2020 à 17h30 au Zénith Métropole de Toulouse est reporté au lundi 26 octobre 2020 à 17h30.
Les billets que vous avez en votre possession restent valables pour la nouvelle date. Si toutefois vous souhaitiez vous faire rembourser, nous vous invitons à vous rapprocher de votre point de vente avant le 15 mai 2020.
Nous vous prions d’accepter nos plus sincères excuses pour la gêne occasionnée mais sommes heureux d’avoir pu trouver une solution de report. Nous restons à votre disposition pour toute question complémentaire.""";2020-10-26;2020-10-26;A 17h30;Le 26/10/2020 - A 17h30;REPORTE;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;Musique;Concert;Musique de variété;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/kallys-mashup-2230.html;;;;8 - 12 ans  /  plus de 12 ans;43.598264,1.4092542
FMAMID031V50GKY9;;LA CENTRALE : RESTAURANT BAR TAPAS;Restaurant - Bar - Tapas - Plage - grillades feux de bois;Bar Restaurant Grillades Plage sur plusieurs niveaux sous les bois en plein centre de Toulouse. Nouvel endroit magique où vous pourrez vous détendre cet été dans un cadre naturel hors du commun. Ambiance musicale. Grand parking à disposition.;2020-06-16;2020-08-31;"Du mardi au dimanche de 18h à 2h. 
Le dimanche : brunch à volonté, de 12h à 16h";"Du 16/06/2020 au 31/08/2020 - Du mardi au dimanche de 18h à 2h. 
Le dimanche : brunch à volonté, de 12h à 16h";;LA CENTRALE;;2 Allée Fernand Jourdant;;31400;TOULOUSE;;;Gastronomie;EMPALOT;43.5830499;1.43020219;05 61 73 82 31;infoslacentrale@gmail.com;;;;;;43.5830499,1.43020219
FMAMID031V50JTK8;;LA NUIT DU CIRQUE;"Pour sa 2ème édition, la Nuit du Cirque se déroulera les 13, 14 et 15 novembre 2020 !
Territoires de cirque";"La Nuit du Cirque à Toulouse et ses environs c’est :

VENDREDI 3 NOVEMBRE

- 20h30 à l’Usine : Homo Sapiens, un diner préhistorique de Caroline Obin 

SAMEDI 14 NOVEMBRE

- Horaire à confirmer,  à la Grainerie : Rencontre professionnelle avec le Syndicat des Cirques et Compagnies de Création 
- 18h au Lido : Arrêtez les embrassades, Plateau partagé entre les élèves amateurs et professionnel de l’ESACTO  
- 20h30 au Lido : Borderline, sur le fil du rasoir (titre provisoire), présentation des élèves en 2ème année de formation professionnelle  
- Horaire à confirmer, à Odyssud : Or Blanc, de la compagnie cambodgienne Phare Ponleu Selpak  
- à partir de 19h  au Muséum d’histoire naturelle de Toulouse : Carte blanche circassienne à Culture en Mouvements pour la Nuit des Musées  

DIMANCHE 15 NOVEMBRE

- 14h à la Grainerie : Cirquons Dimanche ! Ateliers d’initiation aux arts du cirque pour toute la famille, proposé par l’association Par Haz’art  
- 17h à la Grainerie : Animal Sketching, spectacle jeune public de la compagnie Samuel Mathieu, en partenariat avec le NeufNeuf Festival  
- 18h à la Grainerie : Rencontre littéraire avec Gilles Cailleau autour de son nouvel ouvrage “Lettre à de jeunes poètes” (Edition CNAC)";2020-11-13;2020-11-15;Vendredi 13 à 10h00, samedi 14 à 20h00 et dimanche 15 à 14h00;Du 13/11/2020 au 15/11/2020 - Vendredi 13 à 10h00, samedi 14 à 20h00 et dimanche 15 à 14h00;;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle;Animations, Spectacle;Cirque;;43.6044623;1.44317897;;;;Oui;;;;43.6044623,1.44317897
