identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_preciez;adresse;latitude;longitude;geolocalisation
727;Château de Fontainebleau;Château de Fontainebleau;77300;Fontainebleau;https://www.chateaudefontainebleau.fr/ressources-fontainebleau/collection/;Le château de Fontainebleau, riche de 800 ans d’histoire, compte près de 30 000 œuvres d’art du XVIe au XIXe siècle, présentées in situ, conservées en réserves ou exposées dans d’autres institutions muséales dans le cadre de dépôts. Laissez-vous émerveiller lors de cette promenade dans les collections.;;Collections en ligne;Expos, musées;Tous publics;Expositions virtuelles;"Musées;Peinture;Sculpture";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;Château de Fontainebleau 77300 Fontainebleau;48.4020962;2.6994958;48.4020962,2.6994958
734;Cinémathèque;4 Rue Hector Berlioz;38000;Grenoble;https://www.cinemathequedegrenoble.fr/actualites/cinematheque/ateliers-sur-lhistoire-du-cinema-en-ligne-et-gratuits/;Pour vous aider à vous évader, la Cinémathèque de Grenoble vous propose des ateliers en ligne autour de l'Histoire du cinéma. Des jouets d’optiques (thaumatrope, zootrope, praxinoscope, etc.) au cinéma burlesque, des premières intuitions cinématographiques aux Frères Lumières… Cet atelier vous invite à découvrir les mystères du cinématographe.;;Ateliers sur l’Histoire du cinéma;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Cinéma;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;4 Rue Hector Berlioz 38000 Grenoble;45.1932725;5.7276033;45.1932725,5.7276033
737;Cinémathèque des Pays de Savoie et de l'Ain;12 bis route d'Annecy;74290;Veyrier-du-Lac;https://www.letelepherique.org/Films-526-0-0-0.html;Accès à près de 300 fiches film, 100 heures d'images, de la base de données en ligne de la Cinémathèque, en libre consultation. Des thématiques ciblées au service de notre mémoire collective vous font découvrir la région Rhône-Alpes au siècle passé en images.;;Catalogue en ligne;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;"Audiovisuel;Cinéma";;Le temps d’un vrai déjeuner;Accès permanent;Organisme privé;;;;12 bis route d'Annecy 74290 Veyrier-du-Lac;45.8865789;6.1746662;45.8865789,6.1746662
738;CIRDOC - Institut occitan de cultura;Place du 14 Juillet;34500;Béziers;https://fresques.ina.fr/borbolh-occitan-fr;En occitan, «borbolh » signifie «bouillonnement ». Celui qui caractérise l’effervescence marquant la culture occitane de ces 50 dernières années : revendications sociales, innovations dans l’éducation, renouveau artistique, exploration des racines culturelles… Grâce à un énorme travail d’enquête, le CIRDOC - Institut occitan de cultura et l’Institut national de l’audiovisuel vous proposent de plonger dans un demi-siècle d’histoire du monde contemporain, vécue depuis les pays occitans.;;50 ans de « borbolh » occitan;Films, documentaires, vidéos;Tous publics;"Vidéo, flux en direct, programmes en différé;Audio, radio, podcasts;Images, collections numérisées, bases de données;Expositions virtuelles";"Histoire;Littérature, sciences humaines, langues";"Transcription textuelle;Facile à lire et à comprendre (FALC);Sous-titrage (ST)";Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;Place du 14 Juillet 34500 Béziers;43.3481551;3.2224222;43.3481551,3.2224222
739;CIRDOC-Institut occitan de cultura;1, bis bld Du Guesclin - BP 180;34503;Béziers;https://sondaqui.com/catalogue-regional;Vous souhaitez découvrir fêtes et musiques traditionnelles d'Aquitaine ? Vous êtes passionné.e de chants polyphoniques ou de musiques à bourdons ? Artiste, ou bien chercheur.se, vous cherchez à travailler à partir de documents d’archives ? Ecoutez librement les archives sonores mises à disposition par le CIRDOC-Institut occitan de cultura.;;Fêtes, chants, musiques et contes régionaux;Audios;Tous publics;"Audio, radio, podcasts;Images, collections numérisées, bases de données;Création et pratiques artistiques";"Architecture et patrimoine;Musique, concerts et opéras";;Toute une vie ne suffit pas;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;1, bis bld Du Guesclin - BP 180 34503 Béziers;43.3471934;3.2229049;43.3471934,3.2229049
743;Cité de la musique - Philharmonie de Paris;221 avenue Jean Jaurès;75019;Paris;https://philharmoniedeparis.fr/fr/accessibilite/vocabulaire-musical-en-lsf;Instruments de musique, répertoires, vocabulaire technique ou du quotidien…La Philharmonie de Paris vous propose d’apprendre des nouveaux signes ! S’adressant à la fois au public expert en Langue des Signes Française (LSF) et aux débutants, ces vidéos accessibles à tous vous permettrons de découvrir la richesse du vocabulaire musical en LSF.;;Musique en Signes : découvrez le vocabulaire musical en Langue des Signes Française (LSF) !;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;Langue des signes française (LSF);Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;221 avenue Jean Jaurès 75019 Paris;48.8893059;2.3938069;48.8893059,2.3938069
755;Communauté de communes du Haut-Béarn;12 place de Jaca CS20067;64400;Oloron-Sainte-Marie;https://bibliothequenumerique.pyreneesbearnaises.fr;Accessible au grand public, notre bibliothèque numérique propose de vous faire découvrir notre territoire et son identité grâce à des expositions virtuelles présentant des thématiques qui lui sont propres (villages de la communauté de communes du Haut-Béarn - [Pyrénées-Atlantiques] - histoire, patrimoine culturel immatériel...), collections numérisées de son patrimoine écrit, outils pédagogiques pour préparer une visite ou s'instruire;;Bibliothèque numérique des Pyrénées béarnaises;Approfondir ses connaissances;Tous publics;Images, collections numérisées, bases de données;Archives;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;12 place de Jaca CS20067 64400 Oloron-Sainte-Marie;43.1883827;-0.6111928;43.1883827,-0.6111928
756;Compagnie d'Irulaane;Mairie, place des Halles;37350;Le Grand-Pressigny;https://rocambole.io/;"Plateforme de lecture Rocambole qui offre son contenu de séries littéraires tout le temps du confinement. Des séries de tout genre (policier, romance, fantastique, historique) à lire chez soi par épisode de 5 minutes. Irulaane a écrit la romance ""Il était (au moins) une fois""";;Rocambole, séries à lire;Livres;Tous publics;Livres numériques;Littérature, sciences humaines, langues;;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-04-30T00:00:00;;Mairie, place des Halles 37350 Le Grand-Pressigny;46.9204559;0.8034289;46.9204559,0.8034289
760;Conseil d'Architecture, d'Urbanisme et de l'Environnement (CAUE) - Paris;7 rue Agrippa d'Aubigné;75004;Paris;https://www.caue75.fr/ressources/activites-ludiques;Ensemble d'ateliers manuels pour découvrir l'architecture chez soi et en famille</p>;107|Primaire|Collège|Lycée;Ateliers à faire en autonomie;Partager ses passions;Enfants;Création et pratiques artistiques;Architecture et patrimoine;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;7 rue Agrippa d'Aubigné 75004 Paris;48.8502765;2.3623783;48.8502765,2.3623783
765;Département de l'Ain;Hôtel du Département - 45, avenue Alsace Lorraine - CS 10114;01003;Bourg en Bresse;http://patrimoines.ain.fr/n/coups-de-coeur/n:167;Sites et monuments, paysages, espaces naturels, musées : l'Ain est riche de patrimoines variés</p>;;Coups de coeur;Approfondir ses connaissances;Tous publics;Images, collections numérisées, bases de données;"Architecture et patrimoine;Monuments historiques";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;Hôtel du Département - 45, avenue Alsace Lorraine - CS 10114 1003 Bourg en Bresse;46.2029194;5.2225538;46.2029194,5.2225538
774;Domaine de Chantilly - Musée Condé;7, rue du connétable;60500;Chantilly;https://www.domainedechantilly.com/fr/restons-connectes-ledomainealamaison/;Tous les contenus numériques du Domaine de Chantilly rassemblés sur une seule page ! Vidéos, ressources pédagogiques, podcasts, livres numériques, collections numérisées... pour tout savoir sur le Domaine de Chantilly et ses fabuleuses collections.</p>;;Le Domaine à la maison;Approfondir ses connaissances;Tous publics;Ressources pédagogiques;"Architecture et patrimoine;Histoire;Monuments historiques;Parcs et jardins";;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;7, rue du connétable 60500 Chantilly;49.1942602;2.4795752;49.1942602,2.4795752
776;Domaine de Kerguéhennec – Département du Morbihan;Domaine de Kerguéhennec;56500;Bignan;http://sarkantyu.com/Culturecheznous/culture_chez_nous.html;Le Domaine de Kerguéhennec, propriété du Morbihan, classée au titre des Monuments historiques, est un lieu d’exception en Bretagne, qui conjugue art, architecture et paysage. Le Département du Morbihan soutient l’opération #Culturecheznous, en proposant des films réalisés ces dernières années dans le cadre d’une collaboration avec Illés Sarkantyu : coulisses des résidences d’artistes, montages d’expositions, interviews d’artistes, expositions, collections, spectacle vivant…</p>;;Reportages, films et documentaires;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;"Architecture et patrimoine;Arts visuels;Audiovisuel;Danse;Monuments historiques;Musées;Parcs et jardins;Peinture;Photographie;Sculpture";;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;;Domaine de Kerguéhennec 56500 Bignan;47.8858932;-2.7343574;47.8858932,-2.7343574
791;Éditions La Fabrique;64 rue Rebeval;75019;Paris;https://lafabrique.fr/offres-epub/;En attendant la réouverture des librairies, La fabrique vous offre 10 livres en téléchargement libre et gratuit.;;Lecture gratuite;Livres;Tous publics;Livres numériques;Littérature, sciences humaines, langues;;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-06-30T00:00:00;;64 rue Rebeval 75019 Paris;48.8746201;2.380856;48.8746201,2.380856
794;Éditions Zulma;18 Rue du Dragon;75006;Paris;https://www.zulma.fr/;Face à l’actualité, certains diront qu’ils auront enfin le temps de parcourir les livres qui s’entassent inexorablement depuis des mois sur leurs tables et étagères. Mais certains d’entre vous sont à court de lectures. Pour y remédier, on pense bien sûr à nos libraires qui continuent de vous proposer les livres qu’ils aiment, au format numérique, Le notre côté, on vous propose la lecture de nouvelles pour vous échapper de chez vous. Vous pourrez trouver les nouvelles disponibles à ce jour sur notre page d’accuei;;Une nouvelle pour échapper aux nouvelles;Livres;Tous publics;Livres numériques;Littérature, sciences humaines, langues;;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-06-30T00:00:00;;18 Rue du Dragon 75006 Paris;48.8534297;2.3308477;48.8534297,2.3308477
803;FAI-AR;225 avenue des Aygalades;13015;Marseille;https://createinpublicspace.com/;Découvrez le 1er cours en ligne dédié à la création en espace public ! Qu’est-ce qu’un espace public ? Pourquoi occuper artistiquement ces lieux non dédiés ? Comment les artistes s’en emparent-ils à travers le monde ? À quelles législations, quelles particularités techniques les professionnels sont-ils confrontés ? GRATUIT - FR/EN - 4 semaines - + de 100 projets internationaux cités - Théorique & pratique - dans le cadre du réseau IN SITU et avec ARTCENA. Date de clôture en cours de définition.;;MOOC Create in public space;Approfondir ses connaissances;Parents / Éducateurs;"Vidéo, flux en direct, programmes en différé;Ressources pédagogiques";"Arts décoratifs, design, métiers d’art;Arts du cirque, arts de la rue;Arts numériques;Arts visuels;Art urbain (graph, hip hop, street art…)";;Le temps d’un week-end;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-05-15T00:00:00;;225 avenue des Aygalades 13015 Marseille;43.3513312;5.364984;43.3513312,5.364984
813;Festival Les Rendez-vous de l'histoire;Centre ville;37000;Tours;http://www.rdv-histoire.com;Les Rendez-vous de l'histoire est un festival  qui réuni chaque année à Blois près de 1200 intervenants dans plus de 500 évènements (conférences, débats, tables rondes...). La plupart sont enregistrées et disponible en audio et vidéo sur le site du festival.;;Conférences filmées;Approfondir ses connaissances;Tous publics;Ressources pédagogiques;Histoire;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;Centre ville 37000 Tours;47.3832745;0.6897966;47.3832745,0.6897966
821;Fonds de dotation pour la gestion et la valorisation du patrimoine pharmaceutique;4 avenue Ruysdaël;75008;Paris;https://artetpatrimoinepharmaceutique.fr/exhibit/9;Les pharmaciens célèbres, images d'officines, zoom sur l'apothicairerie, l'art pharmaceutique,...;;Expositions virtuelles;Expos, musées;Tous publics;Images, collections numérisées, bases de données;"Architecture et patrimoine;Histoire;Musées;Sciences";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;;4 avenue Ruysdaël 75008 Paris;48.8780543;2.310209;48.8780543,2.310209
830;Fonds régional d'art contemporain - Nouvelle-Aquitaine;Corto Maltese, La MÉCA 5 parvis;33800;Bordeaux;http://expopopup.fr/fr;Espace virtuel et artistique de fabrication d’une exposition d’art contemporain. Mode d’emploi, par étape : Explorer toute la vie d’une œuvre d’art, de sa création à l’accrochage, au fil de textes, vidéos et photos. Créer son parcours d’exposition à partir de treize œuvres de la collection et du mobilier d’exposition numérisés en 3D.;;Expopopup : devenez commissaire d'exposition en 3D;Expos, musées;Tous publics;Expositions virtuelles;Arts décoratifs, design, métiers d’art;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;Corto Maltese, La MÉCA 5 parvis 33800 Bordeaux;44.8284209;-0.5521964;44.8284209,-0.5521964
831;Fonds régional d'art contemporain - Nouvelle-Aquitaine;Maison de la Région 27 boulevard de la Corderie;87100;Limoges;https://fracnouvelleaquitaine-meca.fr/collection/en-ligne/;Découvrez l’une des plus belles collections publiques de France, riche de plus de 1 200 œuvres acquises au cours de ces trente-cinq dernières années. Chaque œuvre (peinture, sculpture, installation, vidéo, design…) y est répertoriée, renseignée et illustrée.;;Collection en ligne;Expos, musées;Tous publics;"Images, collections numérisées, bases de données;Création et pratiques artistiques";"Arts visuels;Peinture;Photographie;Sculpture";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;Maison de la Région 27 boulevard de la Corderie 87100 Limoges;45.8282652;1.2639382;45.8282652,1.2639382
836;France Médias Monde - RFI;80 Rue Camille Desmoulins;92130;Issy-les-Moulineaux;https://savoirs.rfi.fr;Site destiné au grand public comme aux professionnels de l’éducation, mettant à leur disposition des ressources pour comprendre le monde en français et pour apprendre le français, à partir de contenus de la radio du monde (sons, vidéos, articles). Le site offre une navigation optimisée pour tous les supports fixes et mobiles.;;RFI Savoirs;Approfondir ses connaissances;Parents / Éducateurs;Audio, radio, podcasts;"Audiovisuel;Éducation artistique et culturelle";;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;80 Rue Camille Desmoulins 92130 Issy-les-Moulineaux;48.829773;2.264153;48.829773,2.264153
837;France Télévisions;7, esplanade Henri-de-France;75015;Paris;https://www.france.tv/spectacles-et-culture/;Retrouvez toutes les émissions de France Télévisions en replay, classés par thématique culturelle.</p>;;CultureBox;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;"Audiovisuel;Cinéma;Musique, concerts et opéras";;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;7, esplanade Henri-de-France 75015 Paris;48.8393488;2.2711253;48.8393488,2.2711253
840;France Télévisions;7, esplanade Henri-de-France;75015;Paris;https://www.france.tv/okoo/;Okoo (ex Zouzous et Ludo), c'est la nouvelle offre enfants de France Télévisions dédiée aux 3 à 12 ans avec leurs héros préférés, dessins animés, des films d'animation, des documentaires.</p>;;Okoo;Films, documentaires, vidéos;Enfants;Vidéo, flux en direct, programmes en différé;"Audiovisuel;Éducation artistique et culturelle";;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;7, esplanade Henri-de-France 75015 Paris;48.8393488;2.2711253;48.8393488,2.2711253
843;Gonzo Music;Rue Pelleport;75020;Paris;https://gonzomusic.fr/tag/hip-hoprb;"Des pionniers de la soul-music aux derniers héros du hip-hop et du R&amp;B en passant par ceux du funk, de la world-music, du blues ,de la genèse du rap hexagonal aux acteurs de notre scène actuelle, le webzine Gonzomusic vous fait partager près de 50 ans de musique à travers articles, news et entretiens exclusifs.</p>";;Webzine;Actualités, débats;Tous publics;Création et pratiques artistiques;"Art urbain (graph, hip hop, street art…);Musique, concerts et opéras";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;;Rue Pelleport 75020 Paris;48.8684634;2.4012933;48.8684634,2.4012933
850;Hippocampe - Association pour la recherche en Mime Corporel;2 Passage de la Fonderie;75011;Paris;https://www.mime-corporel-theatre.com/mimesis/310-gestez-chez-vous-une-creation-participative.html;Une création participative de la Compagnie Hippocampe et du Théâtre Victor Hugo - Bagneux. Nous vous invitons à créer une courte pièce de mouvement basé sur les principes du Mime et des Arts du Geste. Trois tutoriels sont à votre disposition pour vous guider. Par la suite les vidéos de ses pièces seront publiés sur le web.</p>;;Gestez Chez Vous ! Une création participative;Partager ses passions;Tous publics;Création et pratiques artistiques;Théâtre, Spectacles;;Le temps d’un week-end;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-05-30T00:00:00;;2 Passage de la Fonderie 75011 Paris;48.8671308;2.3753824;48.8671308,2.3753824
852;Horschamp - Rencontres de Cinéma;43A, avenue Simon Bolivar;75019;Paris;https://www.horschampfrance.com/videotheque;Vidéothèque rassemblant plus de 200 leçons de cinéma du monde entier à consulter gratuitement et en illimité. Paul Thomas Anderson, Jacques Audiard, Marco Bellocchio, Clint Eastwood, Xavier Dolan, Bertrand Bonello, Quentin Tarantino, Larry Clark, Al Pacino, Jean-Pierre Jeunet, Fanny Ardant, Martin Scorsese, Gaspard Ulliel...</p>;;Vidéothèque : leçons de cinéma en ligne;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Cinéma;;Le temps d’une soirée;Accès permanent;Organisme privé;;;;43A, avenue Simon Bolivar 75019 Paris;48.8760292;2.3807253;48.8760292,2.3807253
862;Institut national de l'audiovisuel (INA);18, avenue des Frères-Lumière;94366;Bry-sur-Marne;https://www.youtube.com/user/Inahistoire;Regardez les images d'archives des événements marquants de notre histoire. Retrouvez des reportages sur la première et seconde guerre mondiale, la guerre d'Algérie, mai 68, la guerre d'Afghanistan, la guerre du Koweit ... diffusés au cours de l'histoire de la télévision française.;;INA Histoire;Films, documentaires, vidéos;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";"Audiovisuel;Histoire";;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;18, avenue des Frères-Lumière 94366 Bry-sur-Marne;48.8356097;2.5313846;48.8356097,2.5313846
863;Institut national de l'audiovisuel (INA);18, avenue des Frères-Lumière;94366;Bry-sur-Marne;https://www.youtube.com/user/Inasociete;Regardez les archives des reportages, des interviews, des réactions de personnalités artistiques ou politiques sur les événements de votre vie quotidienne.Retrouvez des sujets sur la prostitution, les maisons closes, les banlieues, les grandes affaires judiciaires, les catastrophes naturelles ...diffusés au cours de l'histoire de la télévision française.;;INA Société;Films, documentaires, vidéos;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";"Audiovisuel;Histoire;Littérature, sciences humaines, langues";;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;18, avenue des Frères-Lumière 94366 Bry-sur-Marne;48.8356097;2.5313846;48.8356097,2.5313846
864;Institut national de l'audiovisuel (INA);18, avenue des Frères-Lumière;94366;Bry-sur-Marne;https://www.youtube.com/user/inachansons;Plus de 3000 vidéos inédites d'artistes français et internationaux.Retrouvez Barbara, Brel, Souchon, Johnny Hallyday, Claude François, Sacha Distel, Pink Floyd, Rolling Stone, Mike Brant, Sardou, Gainsbourg, Nicole Croisille, France Gall, Eddy Mitchell, Michel Delpech, Joe Dassin,  Fugain, Dutronc, Jonasz, Sylvie Vartan, Marcel Amont, Nougaro ..;;INA Chansons;Films, documentaires, vidéos;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";"Audiovisuel;Histoire;Littérature, sciences humaines, langues";;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;18, avenue des Frères-Lumière 94366 Bry-sur-Marne;48.8356097;2.5313846;48.8356097,2.5313846
875;L'Astrolabe;Bd Jean Jaurès;45000;Orléans;https://www.lastrolabe.org/astro-tv/;L'Astrolabe souhaite faire (re)découvrir au public l'exceptionnelle offre musicale numérique proposée par notre Scène de Musiques Actuelles. L’Astrolabe TV concocte des directs lives, des sessions acoustiques, des interviews et des teasers ! Plus qu’une simple vidéothèque, L’Astrolabe Tv c’est aussi un outil d’accompagnement pour les groupes de la Région Centre-Val de Loire, un espace pédagogique aux musiques actuelles et une manière de découvrir Orléans autrement !</p>;;AstroTV;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;Bd Jean Jaurès 45000 Orléans;47.900941;1.8940741;47.900941,1.8940741
882;La Criée centre d'art contemporain;Place Honoré Commeurec;35000;Rennes;https://www.la-criee.org/fr/eric-giraudet-de-boudemange/;La Criée centre d'art contemporain vous invite à découvrir deux œuvres à jouer sur ordinateur, à la croisée de l'art contemporain, de la pop culture et de l'univers médiéval  : Yvain! et Le Graal en Doom-like, créées par l'artiste plasticien Eric Giraudet de Boudemange avec le créateur de jeux vidéos Thomas Rougeron et des collégiens rennais.;;2 oeuvres à jouer sur ordinateur;Jeux;Tous publics;Jeux;"Arts numériques;Arts décoratifs, design, métiers d’art";;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;Place Honoré Commeurec 35000 Rennes;48.1083184;-1.6796329;48.1083184,-1.6796329
889;La Rotonde - Centre de Sciences;158 cours Fauriel;42000;Saint-Etienne;http://www.larotonde-sciences.com/sciences-a-la-maison/;Conscients de la complexité de la situation où chacun est amené à rester chez soi, nous vous proposons, sur cette page de quoi divertir vos neurones : articles, vidéos, expériences, ateliers… pour tous les âges !</p>;107|Primaire|Collège|Lycée;Les sciences à la maison !;Jeux;Enfants;Jeux;Sciences;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;;158 cours Fauriel 42000 Saint-Etienne;45.4233726;4.4077578;45.4233726,4.4077578
890;La Rotonde - Centre de Sciences;158 cours Fauriel;42000;Saint-Etienne;https://www.youtube.com/channel/UCS_7tplUgzJG4DhA16re5Yg;La culture c'est comme les parachutes quand on en a pas on s'écrase ... après c'est aussi comme la confiture. Une balade parsemée d'anecdotes surprenantes, d'histoires toujours vraies. Venez faire un bout de route avec nous !;;Balade mentale;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Sciences;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;158 cours Fauriel 42000 Saint-Etienne;45.4233726;4.4077578;45.4233726,4.4077578
892;Labex Les passés dans le présent - Université Paris Nanterre;200 avenue de la République;92000;Nanterre;http://cabmedlimc.huma-num.fr/;"Sélection d'œuvres conservées dans les collections d’antiques d’époque classique, un des fonds les plus abondants et riches du département des Monnaies, médailles et antiques de la BnF ou ""Cabinet des médailles"". Cette exposition virtuelle met en scène ces œuvres grecques, étrusques et romaines dans l'historique du musée et des parcours thématiques.";;Mythes et Images au Cabinet des Médailles;Expos, musées;Tous publics;Images, collections numérisées, bases de données;"Archéologie;Arts décoratifs, design, métiers d’art;Histoire;Musées";;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;200 avenue de la République 92000 Nanterre;48.9042862;2.2082455;48.9042862,2.2082455
896;Lafayette Anticipations - Fondation d'entreprise Galeries Lafayette;9 Rue du Plâtre;75004;Paris;https://www.lafayetteanticipations.com/fr/exposition/lifetime;Durant le confinement, nous donnons carte blanche à un.e artiste pour poser une œuvre, des mots, des images, des gestes, des livres, des sons sur notre temps qui seront partagés sur les réseaux sociaux. Lifetime soutient ainsi l'idée fondamentale selon laquelle les artistes nous aident à voir le monde qui vient.;;#Lifetime;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;"Arts décoratifs, design, métiers d’art;Arts visuels";;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-06-30T00:00:00;;9 Rue du Plâtre 75004 Paris;48.8591728;2.3548369;48.8591728,2.3548369
897;LaM - Lille Métropole Musée d'art moderne, d'art contemporain et d'art brut;1 allée du Musée;59650;Villeneuve d'Ascq;https://www.musee-lam.fr/fr/dossiers-pedagogiques;Retrouvez toutes les ressources pédagogiques sur la collection et les expositions du LaM pour approfondir vos connaissances pendant le confinement : courants artistiques, notions, artistes, thématiques...</p>;;Les dossiers pédagogiques du LaM;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;"Arts décoratifs, design, métiers d’art;Arts visuels;Musées";;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;1 allée du Musée 59650 Villeneuve d'Ascq;50.6376189;3.1502014;50.6376189,3.1502014
903;Le Carreau du Temple;2 rue Perrée;75003;Paris;https://soundcloud.com/le-carreau-du-temple/sets;Découvrez et écoutez les Podcasts du Carreau : les débats consacrés au climat par le climatologue Jean Jouzel, ou encore les rencontres animées par la journaliste Lauren Bastide (La Poudre) sur la place des femmes dans l'espace public... Tout est en accès libre sur notre compte SoundCloud, bonne écoute !;;Les podcasts du Carreau;Audios;Tous publics;Audio, radio, podcasts;Littérature, sciences humaines, langues;Facile à lire et à comprendre (FALC);Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;2 rue Perrée 75003 Paris;48.8641016;2.3626078;48.8641016,2.3626078
905;Le Fossoyeur de Films;Youtube;75000;Paris;https://www.youtube.com/user/deadwattsofficiel;Bienvenue sur cette chaîne où l'on va explorer les mystères du cinéma, voyager et ne pas oublier de prendre un bon café au passage.;;Chaîne Youtube;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;"Audiovisuel;Cinéma";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;;Youtube 75000 Paris;48.8785419;2.3642198;48.8785419,2.3642198
913;Le Mock;Youtube;75000;Paris;https://www.youtube.com/channel/UC2XIqez2q8sk2bd8YcAok5Q/featured;Le Mock est une chaîne YouTube qui réinvente l'essai littéraire.;;Chaîne Youtube;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;"Audiovisuel;Histoire;Littérature, sciences humaines, langues";;Toute une vie ne suffit pas;Accès permanent;Organisme privé;;;;Youtube 75000 Paris;48.8785419;2.3642198;48.8785419,2.3642198
